Station,Date,Lat,Long,precip_mm,Tmin_C,Tmax_C,Day,Month,Year
USC00252770,3/2/2019,41.8036,-98.8239,0,,,2,3,2019
USC00252770,3/3/2019,41.8036,-98.8239,0,,,3,3,2019
USC00252770,3/4/2019,41.8036,-98.8239,0.5,,,4,3,2019
USC00252770,3/5/2019,41.8036,-98.8239,0,,,5,3,2019
USC00252770,3/6/2019,41.8036,-98.8239,0,,,6,3,2019
USC00252770,3/7/2019,41.8036,-98.8239,5.8,,,7,3,2019
USC00252770,3/8/2019,41.8036,-98.8239,0,,,8,3,2019
USC00252770,3/9/2019,41.8036,-98.8239,2.5,,,9,3,2019
USC00252770,3/10/2019,41.8036,-98.8239,0,,,10,3,2019
USC00252770,3/11/2019,41.8036,-98.8239,0,,,11,3,2019
USC00252770,3/12/2019,41.8036,-98.8239,0,,,12,3,2019
USC00252770,3/13/2019,41.8036,-98.8239,21.6,,,13,3,2019
USC00252770,3/14/2019,41.8036,-98.8239,40.6,,,14,3,2019
USC00252770,3/15/2019,41.8036,-98.8239,0,,,15,3,2019
USC00252770,3/16/2019,41.8036,-98.8239,0,,,16,3,2019
USC00252770,3/17/2019,41.8036,-98.8239,0,,,17,3,2019
USC00252770,3/18/2019,41.8036,-98.8239,0,,,18,3,2019
USC00252770,3/19/2019,41.8036,-98.8239,2.5,,,19,3,2019
USC00252770,3/20/2019,41.8036,-98.8239,5.1,,,20,3,2019
USC00252770,3/21/2019,41.8036,-98.8239,0,,,21,3,2019
USC00252770,3/22/2019,41.8036,-98.8239,0,,,22,3,2019
USC00252770,3/23/2019,41.8036,-98.8239,0,,,23,3,2019
USC00252770,3/24/2019,41.8036,-98.8239,1.8,,,24,3,2019
USC00252770,3/25/2019,41.8036,-98.8239,0,,,25,3,2019
USC00252770,3/26/2019,41.8036,-98.8239,0,,,26,3,2019
USC00252770,3/27/2019,41.8036,-98.8239,0,,,27,3,2019
USC00252770,3/28/2019,41.8036,-98.8239,0,,,28,3,2019
USC00252770,3/29/2019,41.8036,-98.8239,0,,,29,3,2019
USC00252770,3/30/2019,41.8036,-98.8239,9.4,,,30,3,2019
USC00252770,3/31/2019,41.8036,-98.8239,0,,,31,3,2019
USC00252770,4/1/2019,41.8036,-98.8239,0,,,1,4,2019
USC00252770,4/2/2019,41.8036,-98.8239,0,,,2,4,2019
USC00252770,4/3/2019,41.8036,-98.8239,0,,,3,4,2019
USC00252770,4/4/2019,41.8036,-98.8239,4.3,,,4,4,2019
USC00252770,4/5/2019,41.8036,-98.8239,0,,,5,4,2019
USC00252770,4/6/2019,41.8036,-98.8239,0,,,6,4,2019
USC00252770,4/7/2019,41.8036,-98.8239,2.8,,,7,4,2019
USC00252770,4/8/2019,41.8036,-98.8239,0,,,8,4,2019
USC00252770,4/9/2019,41.8036,-98.8239,0,,,9,4,2019
USC00252770,4/10/2019,41.8036,-98.8239,0,,,10,4,2019
USC00252770,4/11/2019,41.8036,-98.8239,25.4,,,11,4,2019
USC00252770,4/12/2019,41.8036,-98.8239,2.5,,,12,4,2019
USC00252770,4/13/2019,41.8036,-98.8239,0,,,13,4,2019
USC00252770,4/14/2019,41.8036,-98.8239,0,,,14,4,2019
USC00252770,4/15/2019,41.8036,-98.8239,0,,,15,4,2019
USC00252770,4/16/2019,41.8036,-98.8239,0,,,16,4,2019
USC00252770,4/17/2019,41.8036,-98.8239,0,,,17,4,2019
USC00252770,4/18/2019,41.8036,-98.8239,0,,,18,4,2019
USC00252770,4/19/2019,41.8036,-98.8239,0,,,19,4,2019
USC00252770,4/20/2019,41.8036,-98.8239,0,,,20,4,2019
USC00252770,4/21/2019,41.8036,-98.8239,0,,,21,4,2019
USC00252770,4/22/2019,41.8036,-98.8239,14,,,22,4,2019
USC00252770,4/23/2019,41.8036,-98.8239,0,,,23,4,2019
USC00252770,4/24/2019,41.8036,-98.8239,0,,,24,4,2019
USC00252770,4/25/2019,41.8036,-98.8239,0,,,25,4,2019
USC00252770,4/26/2019,41.8036,-98.8239,0,,,26,4,2019
USC00252770,4/27/2019,41.8036,-98.8239,4.3,,,27,4,2019
USC00252770,4/28/2019,41.8036,-98.8239,0,,,28,4,2019
USC00252770,4/29/2019,41.8036,-98.8239,0,,,29,4,2019
USC00252770,4/30/2019,41.8036,-98.8239,19.1,,,30,4,2019
USC00252770,5/1/2019,41.8036,-98.8239,4.1,,,1,5,2019
USC00252770,5/2/2019,41.8036,-98.8239,0,,,2,5,2019
USC00252770,5/3/2019,41.8036,-98.8239,0,,,3,5,2019
USC00252770,5/4/2019,41.8036,-98.8239,2.5,,,4,5,2019
USC00252770,5/5/2019,41.8036,-98.8239,0,,,5,5,2019
USC00252770,5/6/2019,41.8036,-98.8239,3.8,,,6,5,2019
USC00252770,5/7/2019,41.8036,-98.8239,7.6,,,7,5,2019
USC00252770,5/8/2019,41.8036,-98.8239,12.7,,,8,5,2019
USC00252770,5/9/2019,41.8036,-98.8239,14.2,,,9,5,2019
USC00252770,5/10/2019,41.8036,-98.8239,0,,,10,5,2019
USC00252770,5/11/2019,41.8036,-98.8239,0,,,11,5,2019
USC00252770,5/12/2019,41.8036,-98.8239,1.3,,,12,5,2019
USC00252770,5/13/2019,41.8036,-98.8239,0,,,13,5,2019
USC00252770,5/14/2019,41.8036,-98.8239,0,,,14,5,2019
USC00252770,5/15/2019,41.8036,-98.8239,0,,,15,5,2019
USC00252770,5/16/2019,41.8036,-98.8239,0,,,16,5,2019
USC00252770,5/17/2019,41.8036,-98.8239,0,,,17,5,2019
USC00252770,5/18/2019,41.8036,-98.8239,3.3,,,18,5,2019
USC00252770,5/19/2019,41.8036,-98.8239,0,,,19,5,2019
USC00252770,5/20/2019,41.8036,-98.8239,4.3,,,20,5,2019
USC00252770,5/21/2019,41.8036,-98.8239,11.4,,,21,5,2019
USC00252770,5/22/2019,41.8036,-98.8239,33.8,,,22,5,2019
USC00252770,5/23/2019,41.8036,-98.8239,0,,,23,5,2019
USC00252770,5/24/2019,41.8036,-98.8239,24.1,,,24,5,2019
USC00252770,5/25/2019,41.8036,-98.8239,0,,,25,5,2019
USC00252770,5/26/2019,41.8036,-98.8239,0,,,26,5,2019
USC00252770,5/27/2019,41.8036,-98.8239,21.8,,,27,5,2019
USC00252770,5/28/2019,41.8036,-98.8239,13.2,,,28,5,2019
USC00252770,5/29/2019,41.8036,-98.8239,12.7,,,29,5,2019
USC00252770,5/30/2019,41.8036,-98.8239,0,,,30,5,2019
USC00252770,5/31/2019,41.8036,-98.8239,0,,,31,5,2019
USC00252770,6/1/2019,41.8036,-98.8239,0,,,1,6,2019
USC00252770,6/2/2019,41.8036,-98.8239,0,,,2,6,2019
USC00252770,6/3/2019,41.8036,-98.8239,7.9,,,3,6,2019
USC00252770,6/4/2019,41.8036,-98.8239,5.1,,,4,6,2019
USC00252770,6/5/2019,41.8036,-98.8239,0,,,5,6,2019
USC00252770,6/6/2019,41.8036,-98.8239,0,,,6,6,2019
USC00252770,6/7/2019,41.8036,-98.8239,0,,,7,6,2019
USC00252770,6/8/2019,41.8036,-98.8239,0,,,8,6,2019
USC00252770,6/9/2019,41.8036,-98.8239,16.8,,,9,6,2019
USC00252770,6/10/2019,41.8036,-98.8239,0,,,10,6,2019
USC00252770,6/11/2019,41.8036,-98.8239,0,,,11,6,2019
USC00252770,6/12/2019,41.8036,-98.8239,0,,,12,6,2019
USC00252770,6/13/2019,41.8036,-98.8239,0,,,13,6,2019
USC00252770,6/14/2019,41.8036,-98.8239,0,,,14,6,2019
USC00252770,6/15/2019,41.8036,-98.8239,1.3,,,15,6,2019
USC00252770,6/16/2019,41.8036,-98.8239,2.5,,,16,6,2019
USC00252770,6/17/2019,41.8036,-98.8239,0,,,17,6,2019
USC00252770,6/18/2019,41.8036,-98.8239,14,,,18,6,2019
USC00252770,6/19/2019,41.8036,-98.8239,0,,,19,6,2019
USC00252770,6/20/2019,41.8036,-98.8239,3.8,,,20,6,2019
USC00252770,6/21/2019,41.8036,-98.8239,4.3,,,21,6,2019
USC00252770,6/22/2019,41.8036,-98.8239,0,,,22,6,2019
USC00252770,6/23/2019,41.8036,-98.8239,4.1,,,23,6,2019
USC00252770,6/24/2019,41.8036,-98.8239,2.5,,,24,6,2019
USC00252770,6/25/2019,41.8036,-98.8239,7.6,,,25,6,2019
USC00252770,6/26/2019,41.8036,-98.8239,34.3,,,26,6,2019
USC00252770,6/27/2019,41.8036,-98.8239,0,,,27,6,2019
USC00252770,6/28/2019,41.8036,-98.8239,0,,,28,6,2019
USC00252770,6/29/2019,41.8036,-98.8239,0,,,29,6,2019
USC00252770,6/30/2019,41.8036,-98.8239,0,,,30,6,2019
USC00252770,7/1/2019,41.8036,-98.8239,0,,,1,7,2019
USC00252770,7/2/2019,41.8036,-98.8239,17.8,,,2,7,2019
USC00252770,7/3/2019,41.8036,-98.8239,0,,,3,7,2019
USC00252770,7/4/2019,41.8036,-98.8239,0,,,4,7,2019
USC00252770,7/5/2019,41.8036,-98.8239,15.7,,,5,7,2019
USC00252770,7/6/2019,41.8036,-98.8239,0,,,6,7,2019
USC00252770,7/7/2019,41.8036,-98.8239,0,,,7,7,2019
USC00252770,7/8/2019,41.8036,-98.8239,0,,,8,7,2019
USC00252770,7/9/2019,41.8036,-98.8239,21.1,,,9,7,2019
USC00252770,7/10/2019,41.8036,-98.8239,0,,,10,7,2019
USC00252770,7/11/2019,41.8036,-98.8239,0,,,11,7,2019
USC00252770,7/12/2019,41.8036,-98.8239,0,,,12,7,2019
USC00252770,7/13/2019,41.8036,-98.8239,2.5,,,13,7,2019
USC00252770,7/14/2019,41.8036,-98.8239,0,,,14,7,2019
USC00252770,7/15/2019,41.8036,-98.8239,0,,,15,7,2019
USC00252770,7/16/2019,41.8036,-98.8239,24.1,,,16,7,2019
USC00252770,7/17/2019,41.8036,-98.8239,0,,,17,7,2019
USC00252770,7/18/2019,41.8036,-98.8239,0,,,18,7,2019
USC00252770,7/19/2019,41.8036,-98.8239,0,,,19,7,2019
USC00252770,7/20/2019,41.8036,-98.8239,0,,,20,7,2019
USC00252770,7/21/2019,41.8036,-98.8239,6.4,,,21,7,2019
USC00252770,7/22/2019,41.8036,-98.8239,0,,,22,7,2019
USC00252770,7/23/2019,41.8036,-98.8239,0,,,23,7,2019
USC00252770,7/24/2019,41.8036,-98.8239,0,,,24,7,2019
USC00252770,7/25/2019,41.8036,-98.8239,2.5,,,25,7,2019
USC00252770,7/26/2019,41.8036,-98.8239,0,,,26,7,2019
USC00252770,7/27/2019,41.8036,-98.8239,0,,,27,7,2019
USC00252770,7/28/2019,41.8036,-98.8239,0,,,28,7,2019
USC00252770,7/29/2019,41.8036,-98.8239,0,,,29,7,2019
USC00252770,7/30/2019,41.8036,-98.8239,0,,,30,7,2019
USC00252770,7/31/2019,41.8036,-98.8239,0,,,31,7,2019
USC00252770,8/1/2019,41.8036,-98.8239,0,,,1,8,2019
USC00252770,8/2/2019,41.8036,-98.8239,10.2,,,2,8,2019
USC00252770,8/3/2019,41.8036,-98.8239,14,,,3,8,2019
USC00252770,8/4/2019,41.8036,-98.8239,0,,,4,8,2019
USC00252770,8/5/2019,41.8036,-98.8239,5.1,,,5,8,2019
USC00252770,8/6/2019,41.8036,-98.8239,0,,,6,8,2019
USC00252770,8/7/2019,41.8036,-98.8239,31,,,7,8,2019
USC00252770,8/8/2019,41.8036,-98.8239,0,,,8,8,2019
USC00252770,8/9/2019,41.8036,-98.8239,73.7,,,9,8,2019
USC00252770,8/10/2019,41.8036,-98.8239,6.4,,,10,8,2019
USC00252770,8/11/2019,41.8036,-98.8239,0,,,11,8,2019
USC00252770,8/12/2019,41.8036,-98.8239,33.5,,,12,8,2019
USC00252770,8/13/2019,41.8036,-98.8239,0,,,13,8,2019
USC00252770,8/14/2019,41.8036,-98.8239,0,,,14,8,2019
USC00252770,8/15/2019,41.8036,-98.8239,9.9,,,15,8,2019
USC00252770,8/16/2019,41.8036,-98.8239,10.9,,,16,8,2019
USC00252770,8/17/2019,41.8036,-98.8239,0,,,17,8,2019
USC00252770,8/18/2019,41.8036,-98.8239,0,,,18,8,2019
USC00252770,8/19/2019,41.8036,-98.8239,0,,,19,8,2019
USC00252770,8/20/2019,41.8036,-98.8239,0,,,20,8,2019
USC00252770,8/21/2019,41.8036,-98.8239,17.8,,,21,8,2019
USC00252770,8/22/2019,41.8036,-98.8239,9.7,,,22,8,2019
USC00252770,8/23/2019,41.8036,-98.8239,0,,,23,8,2019
USC00252770,8/24/2019,41.8036,-98.8239,0,,,24,8,2019
USC00252770,8/25/2019,41.8036,-98.8239,11.4,,,25,8,2019
USC00252770,8/26/2019,41.8036,-98.8239,20.3,,,26,8,2019
USC00252770,8/27/2019,41.8036,-98.8239,0,,,27,8,2019
USC00252770,8/28/2019,41.8036,-98.8239,0,,,28,8,2019
USC00252770,8/29/2019,41.8036,-98.8239,0,,,29,8,2019
USC00252770,8/30/2019,41.8036,-98.8239,0,,,30,8,2019
USC00252770,8/31/2019,41.8036,-98.8239,2.5,,,31,8,2019
USC00252770,9/1/2019,41.8036,-98.8239,0,,,1,9,2019
USC00252770,9/2/2019,41.8036,-98.8239,1.3,,,2,9,2019
USC00252770,9/3/2019,41.8036,-98.8239,0,,,3,9,2019
USC00252770,9/4/2019,41.8036,-98.8239,0,,,4,9,2019
USC00252770,9/5/2019,41.8036,-98.8239,0,,,5,9,2019
USC00252770,9/6/2019,41.8036,-98.8239,0,,,6,9,2019
USC00252770,9/7/2019,41.8036,-98.8239,0,,,7,9,2019
USC00252770,9/8/2019,41.8036,-98.8239,0,,,8,9,2019
USC00252770,9/9/2019,41.8036,-98.8239,1.8,,,9,9,2019
USC00252770,9/10/2019,41.8036,-98.8239,0,,,10,9,2019
USC00252770,9/11/2019,41.8036,-98.8239,1.3,,,11,9,2019
USC00252770,9/12/2019,41.8036,-98.8239,9.7,,,12,9,2019
USC00252770,9/13/2019,41.8036,-98.8239,0,,,13,9,2019
USC00252770,9/14/2019,41.8036,-98.8239,0,,,14,9,2019
USC00252770,9/15/2019,41.8036,-98.8239,0,,,15,9,2019
USC00252770,9/16/2019,41.8036,-98.8239,0,,,16,9,2019
USC00252770,9/17/2019,41.8036,-98.8239,0,,,17,9,2019
USC00252770,9/18/2019,41.8036,-98.8239,0,,,18,9,2019
USC00252770,9/19/2019,41.8036,-98.8239,0,,,19,9,2019
USC00252770,9/20/2019,41.8036,-98.8239,0,,,20,9,2019
USC00252770,9/21/2019,41.8036,-98.8239,0,,,21,9,2019
USC00252770,9/22/2019,41.8036,-98.8239,4.8,,,22,9,2019
USC00252770,9/23/2019,41.8036,-98.8239,0,,,23,9,2019
USC00252770,9/24/2019,41.8036,-98.8239,0,,,24,9,2019
USC00252770,9/25/2019,41.8036,-98.8239,0,,,25,9,2019
USC00252770,9/26/2019,41.8036,-98.8239,0,,,26,9,2019
USC00252770,9/27/2019,41.8036,-98.8239,0,,,27,9,2019
USC00252770,9/28/2019,41.8036,-98.8239,0,,,28,9,2019
USC00252770,9/29/2019,41.8036,-98.8239,1.3,,,29,9,2019
USC00252770,9/30/2019,41.8036,-98.8239,0,,,30,9,2019
USC00252770,10/1/2019,41.8036,-98.8239,21.1,,,1,10,2019
USC00252770,10/2/2019,41.8036,-98.8239,41.4,,,2,10,2019
USC00252770,10/3/2019,41.8036,-98.8239,2.5,,,3,10,2019
USC00252770,10/4/2019,41.8036,-98.8239,0,,,4,10,2019
USC00252770,10/5/2019,41.8036,-98.8239,3,,,5,10,2019
USC00252770,10/6/2019,41.8036,-98.8239,0,,,6,10,2019
USC00252770,10/7/2019,41.8036,-98.8239,0,,,7,10,2019
USC00252770,10/8/2019,41.8036,-98.8239,0,,,8,10,2019
USC00252770,10/9/2019,41.8036,-98.8239,0,,,9,10,2019
USC00252770,10/10/2019,41.8036,-98.8239,9.4,,,10,10,2019
USC00252770,10/11/2019,41.8036,-98.8239,3,,,11,10,2019
USC00252770,10/12/2019,41.8036,-98.8239,0,,,12,10,2019
USC00252770,10/13/2019,41.8036,-98.8239,0,,,13,10,2019
USC00252770,10/14/2019,41.8036,-98.8239,0,,,14,10,2019
USC00252770,10/15/2019,41.8036,-98.8239,0,,,15,10,2019
USC00252770,10/16/2019,41.8036,-98.8239,0,,,16,10,2019
USC00252770,10/17/2019,41.8036,-98.8239,0,,,17,10,2019
USC00252770,10/18/2019,41.8036,-98.8239,0,,,18,10,2019
USC00252770,10/19/2019,41.8036,-98.8239,0,,,19,10,2019
USC00252770,10/20/2019,41.8036,-98.8239,0,,,20,10,2019
USC00252770,10/21/2019,41.8036,-98.8239,0,,,21,10,2019
USC00252770,10/22/2019,41.8036,-98.8239,0,,,22,10,2019
USC00252770,10/23/2019,41.8036,-98.8239,0,,,23,10,2019
USC00252770,10/24/2019,41.8036,-98.8239,3,,,24,10,2019
USC00252770,10/25/2019,41.8036,-98.8239,0,,,25,10,2019
USC00252770,10/26/2019,41.8036,-98.8239,0,,,26,10,2019
USC00252770,10/27/2019,41.8036,-98.8239,0,,,27,10,2019
USC00252770,10/28/2019,41.8036,-98.8239,0,,,28,10,2019
USC00252770,10/29/2019,41.8036,-98.8239,0,,,29,10,2019
USC00252770,10/30/2019,41.8036,-98.8239,0,,,30,10,2019
USC00252770,10/31/2019,41.8036,-98.8239,0,,,31,10,2019
USC00252770,11/1/2019,41.8036,-98.8239,0,,,1,11,2019
USC00252770,11/2/2019,41.8036,-98.8239,0,,,2,11,2019
USC00252770,11/3/2019,41.8036,-98.8239,0,,,3,11,2019
USC00252770,11/4/2019,41.8036,-98.8239,0,,,4,11,2019
USC00252770,11/5/2019,41.8036,-98.8239,0,,,5,11,2019
USC00252770,11/6/2019,41.8036,-98.8239,0,,,6,11,2019
USC00252770,11/7/2019,41.8036,-98.8239,0,,,7,11,2019
USC00252770,11/8/2019,41.8036,-98.8239,0,,,8,11,2019
USC00252770,11/9/2019,41.8036,-98.8239,0,,,9,11,2019
USC00252770,11/10/2019,41.8036,-98.8239,0,,,10,11,2019
USC00252770,11/11/2019,41.8036,-98.8239,2.5,,,11,11,2019
USC00252770,11/12/2019,41.8036,-98.8239,0,,,12,11,2019
USC00252770,11/13/2019,41.8036,-98.8239,0,,,13,11,2019
USC00252770,11/14/2019,41.8036,-98.8239,0,,,14,11,2019
USC00252770,11/15/2019,41.8036,-98.8239,0,,,15,11,2019
USC00252770,11/16/2019,41.8036,-98.8239,0,,,16,11,2019
USC00252770,11/17/2019,41.8036,-98.8239,0,,,17,11,2019
USC00252770,11/18/2019,41.8036,-98.8239,0,,,18,11,2019
USC00252770,11/19/2019,41.8036,-98.8239,0,,,19,11,2019
USC00252770,11/20/2019,41.8036,-98.8239,0,,,20,11,2019
USC00252770,11/21/2019,41.8036,-98.8239,8.9,,,21,11,2019
USC00252770,11/22/2019,41.8036,-98.8239,0,,,22,11,2019
USC00252770,11/23/2019,41.8036,-98.8239,0,,,23,11,2019
USC00252770,11/24/2019,41.8036,-98.8239,0,,,24,11,2019
USC00252770,11/25/2019,41.8036,-98.8239,0,,,25,11,2019
USC00252770,11/26/2019,41.8036,-98.8239,0,,,26,11,2019
USC00252770,11/27/2019,41.8036,-98.8239,15.2,,,27,11,2019
USC00252770,11/28/2019,41.8036,-98.8239,0,,,28,11,2019
USC00252770,11/29/2019,41.8036,-98.8239,0,,,29,11,2019
USC00252770,11/30/2019,41.8036,-98.8239,1.3,,,30,11,2019
USC00252770,12/1/2019,41.8036,-98.8239,0,,,1,12,2019
USC00252770,12/2/2019,41.8036,-98.8239,0,,,2,12,2019
USC00252770,12/3/2019,41.8036,-98.8239,0,,,3,12,2019
USC00252770,12/4/2019,41.8036,-98.8239,0,,,4,12,2019
USC00252770,12/5/2019,41.8036,-98.8239,0,,,5,12,2019
USC00252770,12/6/2019,41.8036,-98.8239,0,,,6,12,2019
USC00252770,12/7/2019,41.8036,-98.8239,0,,,7,12,2019
USC00252770,12/8/2019,41.8036,-98.8239,0,,,8,12,2019
USC00252770,12/9/2019,41.8036,-98.8239,1.5,,,9,12,2019
USC00252770,12/10/2019,41.8036,-98.8239,0,,,10,12,2019
USC00252770,12/11/2019,41.8036,-98.8239,0,,,11,12,2019
USC00252770,12/12/2019,41.8036,-98.8239,0,,,12,12,2019
USC00252770,12/13/2019,41.8036,-98.8239,0,,,13,12,2019
USC00252770,12/14/2019,41.8036,-98.8239,0,,,14,12,2019
USC00252770,12/15/2019,41.8036,-98.8239,0,,,15,12,2019
USC00252770,12/16/2019,41.8036,-98.8239,4.3,,,16,12,2019
USC00252770,12/17/2019,41.8036,-98.8239,0,,,17,12,2019
USC00252770,12/18/2019,41.8036,-98.8239,0,,,18,12,2019
USC00252770,12/19/2019,41.8036,-98.8239,0,,,19,12,2019
USC00252770,12/20/2019,41.8036,-98.8239,0,,,20,12,2019
USC00252770,12/21/2019,41.8036,-98.8239,0,,,21,12,2019
USC00252770,12/22/2019,41.8036,-98.8239,0,,,22,12,2019
USC00252770,12/23/2019,41.8036,-98.8239,0,,,23,12,2019
USC00252770,12/24/2019,41.8036,-98.8239,0,,,24,12,2019
USC00252770,12/25/2019,41.8036,-98.8239,0,,,25,12,2019
USC00252770,12/26/2019,41.8036,-98.8239,0,,,26,12,2019
USC00252770,12/27/2019,41.8036,-98.8239,0,,,27,12,2019
USC00252770,12/28/2019,41.8036,-98.8239,3.8,,,28,12,2019
USC00252770,12/29/2019,41.8036,-98.8239,21.6,,,29,12,2019
USC00252770,12/30/2019,41.8036,-98.8239,2.5,,,30,12,2019
USC00252770,12/31/2019,41.8036,-98.8239,0,,,31,12,2019
USC00252770,1/1/2020,41.8036,-98.8239,0,,,1,1,2020
USC00252770,1/2/2020,41.8036,-98.8239,0,,,2,1,2020
USC00252770,1/3/2020,41.8036,-98.8239,0,,,3,1,2020
USC00252770,1/4/2020,41.8036,-98.8239,0,,,4,1,2020
USC00252770,1/5/2020,41.8036,-98.8239,0,,,5,1,2020
USC00252770,1/6/2020,41.8036,-98.8239,0,,,6,1,2020
USC00252770,1/7/2020,41.8036,-98.8239,0,,,7,1,2020
USC00252770,1/8/2020,41.8036,-98.8239,0,,,8,1,2020
USC00252770,1/9/2020,41.8036,-98.8239,0,,,9,1,2020
USC00252770,1/10/2020,41.8036,-98.8239,0,,,10,1,2020
USC00252770,1/11/2020,41.8036,-98.8239,0,,,11,1,2020
USC00252770,1/12/2020,41.8036,-98.8239,0,,,12,1,2020
USC00252770,1/13/2020,41.8036,-98.8239,0,,,13,1,2020
USC00252770,1/14/2020,41.8036,-98.8239,0,,,14,1,2020
USC00252770,1/15/2020,41.8036,-98.8239,0,,,15,1,2020
USC00252770,1/16/2020,41.8036,-98.8239,0,,,16,1,2020
USC00252770,1/17/2020,41.8036,-98.8239,5.1,,,17,1,2020
USC00252770,1/18/2020,41.8036,-98.8239,0,,,18,1,2020
USC00252770,1/19/2020,41.8036,-98.8239,0,,,19,1,2020
USC00252770,1/20/2020,41.8036,-98.8239,0,,,20,1,2020
USC00252770,1/21/2020,41.8036,-98.8239,0,,,21,1,2020
USC00252770,1/22/2020,41.8036,-98.8239,0,,,22,1,2020
USC00252770,1/23/2020,41.8036,-98.8239,5.1,,,23,1,2020
USC00252770,1/24/2020,41.8036,-98.8239,0,,,24,1,2020
USC00252770,1/25/2020,41.8036,-98.8239,0,,,25,1,2020
USC00252770,1/26/2020,41.8036,-98.8239,0,,,26,1,2020
USC00252770,1/27/2020,41.8036,-98.8239,0,,,27,1,2020
USC00252770,1/28/2020,41.8036,-98.8239,0,,,28,1,2020
USC00252770,1/29/2020,41.8036,-98.8239,2.5,,,29,1,2020
USC00252770,1/30/2020,41.8036,-98.8239,0,,,30,1,2020
USC00252770,1/31/2020,41.8036,-98.8239,0,,,31,1,2020
USC00252770,2/1/2020,41.8036,-98.8239,0,,,1,2,2020
USC00252770,2/2/2020,41.8036,-98.8239,0,,,2,2,2020
USC00252770,2/3/2020,41.8036,-98.8239,0,,,3,2,2020
USC00252770,2/4/2020,41.8036,-98.8239,0,,,4,2,2020
USC00252770,2/5/2020,41.8036,-98.8239,0,,,5,2,2020
USC00252770,2/6/2020,41.8036,-98.8239,0,,,6,2,2020
USC00252770,2/7/2020,41.8036,-98.8239,0,,,7,2,2020
USC00252770,2/8/2020,41.8036,-98.8239,0,,,8,2,2020
USC00252770,2/9/2020,41.8036,-98.8239,0,,,9,2,2020
USC00252770,2/10/2020,41.8036,-98.8239,0,,,10,2,2020
USC00252770,2/11/2020,41.8036,-98.8239,0,,,11,2,2020
USC00252770,2/12/2020,41.8036,-98.8239,0,,,12,2,2020
USC00252770,2/13/2020,41.8036,-98.8239,0,,,13,2,2020
USC00252770,2/14/2020,41.8036,-98.8239,0,,,14,2,2020
USC00252770,2/15/2020,41.8036,-98.8239,0,,,15,2,2020
USC00252770,2/16/2020,41.8036,-98.8239,0,,,16,2,2020
USC00252770,2/17/2020,41.8036,-98.8239,0,,,17,2,2020
USC00252770,2/18/2020,41.8036,-98.8239,0,,,18,2,2020
USC00252770,2/19/2020,41.8036,-98.8239,0,,,19,2,2020
USC00252770,2/20/2020,41.8036,-98.8239,2.5,,,20,2,2020
USC00252770,2/21/2020,41.8036,-98.8239,0,,,21,2,2020
USC00252770,2/22/2020,41.8036,-98.8239,0,,,22,2,2020
USC00252770,2/23/2020,41.8036,-98.8239,0,,,23,2,2020
USC00252770,2/24/2020,41.8036,-98.8239,0,,,24,2,2020
USC00252770,2/25/2020,41.8036,-98.8239,0,,,25,2,2020
USC00252770,2/26/2020,41.8036,-98.8239,0,,,26,2,2020
USC00252770,2/27/2020,41.8036,-98.8239,0,,,27,2,2020
USC00252770,2/28/2020,41.8036,-98.8239,0,,,28,2,2020
USC00252770,2/29/2020,41.8036,-98.8239,0,,,29,2,2020
USC00252770,3/1/2020,41.8036,-98.8239,0,,,1,3,2020
USC00252770,3/2/2020,41.8036,-98.8239,0,,,2,3,2020
USC00252770,3/3/2020,41.8036,-98.8239,0,,,3,3,2020
USC00252770,3/4/2020,41.8036,-98.8239,0,,,4,3,2020
USC00252770,3/5/2020,41.8036,-98.8239,0,,,5,3,2020
USC00252770,3/6/2020,41.8036,-98.8239,0,,,6,3,2020
USC00252770,3/7/2020,41.8036,-98.8239,0,,,7,3,2020
USC00252770,3/8/2020,41.8036,-98.8239,0,,,8,3,2020
USC00252770,3/9/2020,41.8036,-98.8239,6.4,,,9,3,2020
USC00252770,3/10/2020,41.8036,-98.8239,0,,,10,3,2020
USC00252770,3/11/2020,41.8036,-98.8239,2.5,,,11,3,2020
USC00252770,3/12/2020,41.8036,-98.8239,0,,,12,3,2020
USC00252770,3/13/2020,41.8036,-98.8239,0,,,13,3,2020
USC00252770,3/14/2020,41.8036,-98.8239,7.6,,,14,3,2020
USC00252770,3/15/2020,41.8036,-98.8239,0,,,15,3,2020
USC00252770,3/16/2020,41.8036,-98.8239,0,,,16,3,2020
USC00252770,3/17/2020,41.8036,-98.8239,0,,,17,3,2020
USC00252770,3/18/2020,41.8036,-98.8239,0,,,18,3,2020
USC00252770,3/19/2020,41.8036,-98.8239,1.8,,,19,3,2020
USC00252770,3/20/2020,41.8036,-98.8239,19.1,,,20,3,2020
USC00252770,3/21/2020,41.8036,-98.8239,0,,,21,3,2020
USC00252770,3/22/2020,41.8036,-98.8239,0,,,22,3,2020
USC00252770,3/23/2020,41.8036,-98.8239,0,,,23,3,2020
USC00252770,3/24/2020,41.8036,-98.8239,0,,,24,3,2020
USC00252770,3/25/2020,41.8036,-98.8239,0,,,25,3,2020
USC00252770,3/26/2020,41.8036,-98.8239,0,,,26,3,2020
USC00252770,3/27/2020,41.8036,-98.8239,0,,,27,3,2020
USC00252770,3/28/2020,41.8036,-98.8239,11.4,,,28,3,2020
